region,tooltip
Frankendorf,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,79 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Großschwabhausen,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>6,75 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Hammerstedt,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>nan Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Hetschburg,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,58 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Kapellendorf,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>6,17 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Kiliansroda,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>6,59 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Kleinschwabhausen,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,76 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Lehnstedt,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,09 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
"Magdala, Stadt","Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>6,03 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Mechelroda,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>6,22 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Mellingen,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,61 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Oettern,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,06 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Umpferstedt,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,26 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Vollersroda,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,79 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Wiegendorf,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,02 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
"Bad Sulza, Stadt","Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,29 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Eberstedt,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,79 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Großheringen,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,62 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Niedertrebra,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,63 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Obertrebra,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>3,86 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Rannstedt,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,56 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Schmiedehausen,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>3,9 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Ballstedt,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,57 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Ettersburg,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>6,37 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
"Neumark, Stadt","Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,04 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Am Ettersberg,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,45 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
"Lauscha, Stadt","Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,69 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
"Schalkau, Stadt","Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,92 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
"Sonneberg, Stadt","Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,33 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
"Steinach, Stadt","Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,75 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Frankenblick,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,96 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Föritztal,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,06 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Goldisthal,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,4 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
"Neuhaus am Rennweg, Stadt","Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,14 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
"Bad Blankenburg, Stadt","Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,11 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
"Rudolstadt, Stadt","Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,57 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
"Saalfeld/Saale, Stadt","Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,27 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
"Leutenberg, Stadt","Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,73 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Uhlstädt-Kirchhasel,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,96 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Unterwellenborn,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,15 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
"Gräfenthal, Stadt","Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,78 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
"Lehesten, Stadt","Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,39 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Probstzella,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,37 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Cursdorf,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,31 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Deesbach,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>3,24 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Döschnitz,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,12 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Katzhütte,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,56 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Meura,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,46 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Rohrbach,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,92 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Schwarzburg,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,91 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Sitzendorf,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,2 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Unterweißbach,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,54 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
"Schwarzatal, Stadt","Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,45 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Altenbeuthen,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>3,97 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Hohenwarte,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,32 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Kaulsdorf,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,95 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Drognitz,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>3,67 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Allendorf,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,07 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Bechstedt,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,47 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
"Königsee, Stadt","Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,16 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
"Kahla, Stadt","Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,31 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Crossen an der Elster,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,99 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Hartmannsdorf,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,55 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Heideland,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,7 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Rauda,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,02 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Silbitz,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,79 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Walpernhain,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>2,73 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
"Schkölen, Stadt","Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,67 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Bremsnitz,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>7,89 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Eineborn,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,97 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Geisenhain,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>6,48 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Gneus,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>nan Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Großbockedra,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,51 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Karlsdorf,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,45 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Kleinbockedra,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>nan Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Kleinebersdorf,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>6,09 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Lippersdorf-Erdmannsdorf,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>6,33 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Meusebach,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>nan Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Oberbodnitz,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,31 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Ottendorf,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,93 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Rattelsdorf,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>nan Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Rausdorf,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,58 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Renthendorf,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,53 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Tautendorf,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,54 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Tissa,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>nan Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Trockenborn-Wolfersdorf,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,79 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Tröbnitz,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,97 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Unterbodnitz,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>6,35 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Waltersdorf,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,66 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Weißbach,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,42 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Altenberga,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,6 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Bibra,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,08 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Bucha,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,54 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Eichenberg,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,96 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Freienorla,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,45 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Großeutersdorf,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,15 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Großpürschütz,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,47 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Gumperda,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,24 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Hummelshain,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,53 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Kleineutersdorf,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,72 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Laasdorf,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>7,23 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Lindig,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,25 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Milda,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,62 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
"Orlamünde, Stadt","Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,27 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Reinstädt,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>6,69 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Rothenstein,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,96 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Schöps,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>6,5 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Seitenroda,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>nan Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Sulza,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>6,84 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Zöllnitz,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>8,14 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
"Hermsdorf, Stadt","Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,32 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Mörsdorf,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>6,08 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Reichenbach,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,02 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Schleifreisen,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,24 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
St.Gangloff,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,02 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
"Dornburg-Camburg, Stadt","Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,4 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Frauenprießnitz,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,34 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Golmsdorf,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,29 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Großlöbichau,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,1 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Hainichen,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,77 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Jenalöbnitz,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>nan Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Lehesten,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,01 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Löberschütz,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>6,41 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Neuengönna,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>6,18 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Tautenburg,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>3,79 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Thierschneck,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>nan Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Wichmar,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,9 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Zimmern,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,55 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Möckern,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>nan Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Ruttersdorf-Lotschen,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>6,14 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
"Stadtroda, Stadt","Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,51 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
"Bürgel, Stadt","Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,37 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Graitschen b. Bürgel,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,35 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Nausnitz,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>nan Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Poxdorf,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,2 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
"Eisenberg, Stadt","Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,93 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Gösen,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,7 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Hainspitz,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,36 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Mertendorf,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>nan Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Petersberg,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>4,28 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Rauschwitz,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,1 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
Albersdorf,"Im Jahr 2022 betrug die durchschnittliche Nettokaltmiete hier <br><b>5,84 Euro</b>.<br><br> Deutschlandweit liegt der Durchschnitt bei <b>7,28 Euro</b>."
